exp_score,nov_score,beta,learning_rate,margin,mb_size,num_epochs,num_output,shuffled,train_on_second_neighbors
0.173828125,0.029296875,0.1,0.1,50.0,2,500,32,False,True
0.1640625,0.029296875,0.3,0.1,50.0,2,500,32,False,True
0.146484375,0.029296875,0.1,0.1,100.0,2,500,32,False,True
0.146484375,0.029296875,0.3,0.1,100.0,2,500,32,False,True
0.181640625,0.029296875,0.1,0.1,50.0,2,500,256,False,True
0.197265625,0.029296875,0.3,0.1,50.0,2,500,256,False,True
0.1640625,0.029296875,0.1,0.1,100.0,2,500,256,False,True
0.166015625,0.029296875,0.3,0.1,100.0,2,500,256,False,True
0.1328125,0.029296875,0.1,0.1,50.0,2,500,32,True,True
0.12109375,0.029296875,0.3,0.1,50.0,2,500,32,True,True
0.119140625,0.029296875,0.1,0.1,100.0,2,500,32,True,True
0.126953125,0.029296875,0.3,0.1,100.0,2,500,32,True,True
0.115234375,0.029296875,0.1,0.1,50.0,2,500,256,True,True
0.138671875,0.029296875,0.3,0.1,50.0,2,500,256,True,True
0.11328125,0.029296875,0.1,0.1,100.0,2,500,256,True,True
0.109375,0.029296875,0.3,0.1,100.0,2,500,256,True,True
